molecule,cas,best_match_url,results,query_url,query_type,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
METHYLTESTOSTERONE,58-18-4,https://drugs.ncats.io/drug/V9EFU16ZIF,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""58%2018%204"")",ONLY CAS,US Approved Rx 2015,ANDA204851,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204851,US Previously Marketed 1938,Oreton-M by Schering,https://archive.org/details/in.ernet.dli.2015.145864,Primary hypogonadism; Delayed puberty,Approved; Approved
METHYLTHIONINIUM,7060-82-4,https://drugs.ncats.io/drug/ZMZ79891ZH,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""7060%2082%204"")",ONLY CAS,US Approved Rx 2016,NDA204630,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204630,US Previously Marketed 1921,Methylthionine Chloride U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Cancer; Ifosfamide-induced encelophaty; Methemoglobinemia; Dermatologic infections; Septic shock; Alzheimer’s disease,Approved; Approved; Approved; Approved; Phase III; Phase II
METHYL ETHER,115-10-6,https://drugs.ncats.io/drug/AM13FS69BX,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""115%2010%206"")",ONLY CAS,Possibly Marketed Outside US ,UK NHS:Methoxymethane,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 1993,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07e93376-9bfa-44ca-acb8-258d6822b1c6,Warts,Approved
METHYSERGIDE,361-37-5,https://drugs.ncats.io/drug/XZA9HY6Z98,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""361%2037%205"")",ONLY CAS,US Previously Marketed 1962,SANSERT by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012516,US Previously Marketed 1962,SANSERT by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012516,Vascular headaches,Approved
METIPRANOLOL,22664-55-7,https://drugs.ncats.io/drug/X39AL81KEB,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""22664%2055%207"")",ONLY CAS,US Previously Marketed 1989,OPTIPRANOLOL by BAUSCH AND LOMB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019907,US Previously Marketed 1989,OPTIPRANOLOL by BAUSCH AND LOMB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019907,Ocular hypertension; Open-angle glaucoma,Approved; Approved
METIROSINE,672-87-7,https://drugs.ncats.io/drug/DOQ0J0TPF7,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""672%2087%207"")",ONLY CAS,US Approved Rx 1979,NDA017871,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017871,US Approved Rx 1979,NDA017871,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017871,Pheochromocytoma,Approved
METOCLOPRAMIDE,364-62-5,https://drugs.ncats.io/drug/L4YEB44I46,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""364%2062%205"")",ONLY CAS,US Approved Rx 2020,NDA209388,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209388,US Previously Marketed 1979,REGLAN by HIKMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017862,Gastroesophageal reflux disease; Diabetic gastroparesis,Approved; Approved
METOLAZONE,17560-51-9,https://drugs.ncats.io/drug/TZ7V40X7VX,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""17560%2051%209"")",ONLY CAS,US Approved Rx 2021,ANDA213827,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213827,US Previously Marketed 1973,ZAROXOLYN by I3 PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017386,Congestive heart failure; Hypertension,Approved; Approved
METOPROLOL,51384-51-1,https://drugs.ncats.io/drug/GEB06NHM23,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""51384%2051%201"")",ONLY CAS,US Approved Rx 2007,ANDA077739,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077739,US Approved Rx 1978,NDA017963,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017963,Myocardial infarction; Angina pectoris; Hypertension,Approved; Approved; Approved
METRELEPTIN,186018-45-1,https://drugs.ncats.io/drug/TL60C27RLH,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""186018%2045%201"")",ONLY CAS,US Approved Rx 2014,BLA125390,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125390,US Approved Rx 2014,BLA125390,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125390,,
METRONIDAZOLE,443-48-1,https://drugs.ncats.io/drug/140QMO216E,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""443%2048%201"")",ONLY CAS,US Approved Rx 2016,ANDA208162,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208162,US Previously Marketed 1963,FLAGYL by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012623,Anaerobic bacterial infections; Trichomoniasis; Acute intestinal amebiasis,Approved; Approved; Approved
METYRAPONE,54-36-4,https://drugs.ncats.io/drug/ZS9KD92H6V,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""54%2036%204"")",ONLY CAS,US Approved Rx 1961,NDA012911,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012911,US Approved Rx 1961,NDA012911,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012911,Secondary adrenocortical insufficiency,Approved
MEXILETINE,31828-71-4,https://drugs.ncats.io/drug/1U511HHV4Z,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""31828%2071%204"")",ONLY CAS,US Approved Rx 1996,ANDA074450,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074450,US Previously Marketed 1985,MEXITIL by BOEHRINGER INGELHEIM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018873,Muscle cramps in amyotrophic lateral sclerosis; Life-threatening arrhythmias; Chronic pain from amputation,Approved; Approved; Phase II
MEZLOCILLIN,51481-65-3,https://drugs.ncats.io/drug/OH2O403D1G,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""51481%2065%203"")",ONLY CAS,US Previously Marketed 1987,MEZLIN by BAYER PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062697,US Previously Marketed 1981,MEZLIN by BAYER PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050549,Bacterial infections,Approved
MIBEFRADIL,116644-53-2,https://drugs.ncats.io/drug/27B90X776A,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""116644%2053%202"")",ONLY CAS,US Previously Marketed 1997,Posicor,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20689,US Previously Marketed 1997,Posicor,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20689,"Stable angina, chronic; Glioblastoma multiforme; Hypertension",Withdrawn; Phase I; Withdrawn
MICAFUNGIN,235114-32-6,https://drugs.ncats.io/drug/R10H71BSWG,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""235114%2032%206"")",ONLY CAS,US Approved Rx 2021,NDA212156,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212156,US Approved Rx 2005,NDA021506,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021506,Esophageal candidiasis; Candida infections in patients undergoing hematopoietic stem cell transplantation,Approved; Approved
MICONAZOLE,22916-47-8,https://drugs.ncats.io/drug/7NNO0D7S5M,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""22916%2047%208"")",ONLY CAS,US Approved OTC ,21 CFR 333.210(c) antifungal miconazole nitrate,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec333-210.xml,US Previously Marketed 1974,MONISTAT-DERM by INSIGHT PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017494,Oropharyngeal candidiasis; Vulvovaginal candidiasis; Multiple sclerosis,Approved; Approved; Preclinical
MIDAZOLAM,59467-70-8,https://drugs.ncats.io/drug/R60L0SM5BC,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""59467%2070%208"")",ONLY CAS,US Approved Rx 2000,ANDA075421,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075421,US Previously Marketed 1985,VERSED by HLR,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018654,Pain; Epilepsy; Anxiety,Approved; Approved; Approved
MIDODRINE,42794-76-3,https://drugs.ncats.io/drug/6YE7PBM15H,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""42794%2076%203"")",ONLY CAS,US Approved Rx 2019,ANDA212543,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212543,US Previously Marketed 1996,PROAMATINE by TAKEDA PHARMS USA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019815,Orthostatic hypotension,Approved
MIDOSTAURIN,120685-11-2,https://drugs.ncats.io/drug/ID912S5VON,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""120685%2011%202"")",ONLY CAS,US Approved Rx 2017,NDA207997,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207997,US Approved Rx 2017,NDA207997,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207997,Myelodysplastic syndromes; Aggressive systemic mastocytosis; Acute myeloid leukemia,Phase III; Phase II; Approved
MIFEPRISTONE,84371-65-3,https://drugs.ncats.io/drug/320T6RNW1F,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""84371%2065%203"")",ONLY CAS,US Approved Rx 2019,ANDA091178,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091178,US Approved Rx 2000,NDA020687,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020687,Intrauterine pregnancy through 70 days gestation,Approved
MIGLITOL,72432-03-2,https://drugs.ncats.io/drug/0V5436JAQW,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""72432%2003%202"")",ONLY CAS,US Approved Rx 2015,ANDA203965,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203965,US Approved Rx 1996,NDA020682,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020682,Type 2 diabetes mellitus,Approved
MIGLUSTAT,72599-27-0,https://drugs.ncats.io/drug/ADN3S497AZ,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""72599%2027%200"")",ONLY CAS,US Approved Rx 2003,NDA021348,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021348,US Approved Rx 2003,NDA021348,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021348,"Niemann-Pick disease, type C; Gaucher disease",Approved; Approved
MILK SERUM PROTEIN,64-17-5,https://drugs.ncats.io/drug/3K9958V90M,3,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""64%2017%205"")",ONLY CAS,US Approved Rx 2001,NDA021074,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021074,US Previously Marketed 0652,alcohol,https://en.wikipedia.org/wiki/Alcohol_(drug),Bacterial infections,Approved
MILNACIPRAN,96847-55-1,https://drugs.ncats.io/drug/ES1O38J3C4,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""96847%2055%201"")",ONLY CAS,US Approved Rx 2009,NDA022256,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022256,US Approved Rx 2009,NDA022256,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022256,Fibromyalgia; Unknown,Approved
MILRINONE,78415-72-2,https://drugs.ncats.io/drug/JU9YAX04C7,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""78415%2072%202"")",ONLY CAS,US Approved Rx 2005,ANDA077151,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077151,US Previously Marketed 1987,PRIMACOR by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019436,Acute decompensated heart failure,Approved
MILTEFOSINE,58066-85-6,https://drugs.ncats.io/drug/53EY29W7EC,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""58066%2085%206"")",ONLY CAS,US Approved Rx 2014,NDA204684,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204684,US Approved Rx 2014,NDA204684,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204684,"Leishmaniasis, visceral; Mucosal leishmaniasis; Cutaneous leishmaniasis",Approved; Approved; Approved
MINOCYCLINE,10118-90-8,https://drugs.ncats.io/drug/FYY3R43WGO,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""10118%2090%208"")",ONLY CAS,US Approved Rx 2016,ANDA204453,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204453,US Previously Marketed 1971,MINOCIN by TRIAX PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050315,Rocky Mountain spotted fever; Meningitis; Brucellosis; Amebiasis; Respiratory tract infections; Skin and skin structure infections,Approved; Approved; Approved; Approved; Approved; Approved
MINOXIDIL,38304-91-5,https://drugs.ncats.io/drug/5965120SH1,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""38304%2091%205"")",ONLY CAS,US Approved Rx 1999,ANDA075357,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075357,US Previously Marketed 1979,LONITEN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018154,Hypertension; Alopecia,Approved; Approved
MIPOMERSEN,1000120-98-8,https://drugs.ncats.io/drug/9GJ8S4GU0M,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""1000120%2098%208"")",ONLY CAS,US Previously Marketed 2013,KYNAMRO by KASTLE THERAPS LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203568,US Previously Marketed 2013,KYNAMRO by KASTLE THERAPS LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203568,,
MIRABEGRON,223673-61-8,https://drugs.ncats.io/drug/MVR3JL3B2V,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""223673%2061%208"")",ONLY CAS,US Approved Rx 2021,NDA213801,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213801,US Approved Rx 2012,NDA202611,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202611,Overactive bladder,Approved
MIRTAZAPINE,85650-52-8,https://drugs.ncats.io/drug/A051Q2099Q,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""85650%2052%208"")",ONLY CAS,US Approved Rx 2004,ANDA076921,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076921,US Approved Rx 1996,NDA020415,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020415,Major depressive disorder,Approved
MISOPROSTOL,59122-46-2,https://drugs.ncats.io/drug/0E43V0BB57,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""59122%2046%202"")",ONLY CAS,US Approved Rx 2012,ANDA201089,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201089,Possibly Marketed Outside US 1986,NDA019268,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ab12da7-5731-4e06-bf1c-bc3f2e711f12,Gastric ulcer,Approved
MITOMYCIN,50-07-7,https://drugs.ncats.io/drug/50SG953SK6,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""50%2007%207"")",ONLY CAS,US Approved Rx 1995,ANDA064117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=064117,US Previously Marketed 1974,MUTAMYCIN by BRISTOL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050450,Disseminated adenocarcinoma of the stomach; Adenocarcinoma of pancreas; Glaucoma surgery,Approved; Approved; Approved
MITOTANE,53-19-0,https://drugs.ncats.io/drug/78E4J5IB5J,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""53%2019%200"")",ONLY CAS,US Approved Rx 1970,NDA016885,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016885,US Approved Rx 1970,NDA016885,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016885,Adrenal cortical carcinoma,Approved
MITOXANTRONE,65271-80-9,https://drugs.ncats.io/drug/BZ114NVM5P,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""65271%2080%209"")",ONLY CAS,US Approved Rx 2006,ANDA077356,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077356,US Previously Marketed 1987,NOVANTRONE by EMD SERONO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019297,Secondary progressive multiple sclerosis; Acute non-lymphocytic leukemia; Hormone-refractory prostate cancer,Approved; Approved; Approved
MIVACURIUM CHLORIDE,106861-44-3,https://drugs.ncats.io/drug/600ZG213C3,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""106861%2044%203"")",ONLY CAS,US Approved Rx 2021,ANDA209708,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209708,US Previously Marketed 1992,MIVACRON by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020098,Muscle relaxation,Approved
MODAFINIL,68693-11-8,https://drugs.ncats.io/drug/R3UK8X3U3D,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""68693%2011%208"")",ONLY CAS,US Approved Rx 2012,ANDA200043,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200043,US Approved Rx 1998,NDA020717,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020717,Obstructive sleep apnea; Narcolepsy; Sleep disorder,Approved; Approved; Approved
MOEXIPRIL,103775-10-6,https://drugs.ncats.io/drug/WT87C52TJZ,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""103775%2010%206"")",ONLY CAS,US Approved Rx 2010,ANDA090416,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090416,US Previously Marketed 1995,UNIVASC by UCB INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020312,Hypertension; Hypertension,Natural Metabolite; Approved
MOGAMULIZUMAB,1159266-37-1,https://drugs.ncats.io/drug/YI437801BE,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""1159266%2037%201"")",ONLY CAS,US Approved Rx 2018,BLA761051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761051,US Approved Rx 2018,BLA761051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761051,,
MOLINDONE,7416-34-4,https://drugs.ncats.io/drug/RT3Y3QMF8N,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""7416%2034%204"")",ONLY CAS,US Approved Rx 2015,ANDA090453,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090453,US Previously Marketed 1974,MOBAN by CHARTWELL RX,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017111,Schizophrenia,Approved
MOLYBDENUM,7439-98-7,https://drugs.ncats.io/drug/81AH48963U,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""7439%2098%207"")",ONLY CAS,Possibly Marketed Outside US ,Pro Hers Vanilla by CROWN GENERAL AGENCY INC,https://www.drugbank.ca/drugs/DB11137,Possibly Marketed Outside US 1996,"Strovite Forte Caplet by Everett Laboratories, Inc.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add96910-9404-48aa-bb3c-945e321a11ab,,
MOMETASONE,105102-22-5,https://drugs.ncats.io/drug/8HR4QJ6DW8,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""105102%2022%205"")",ONLY CAS,US Approved Rx 2017,ANDA207989,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207989,US Previously Marketed 1987,ELOCON by ORGANON,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019543,Dermatoses; Asthma,Approved; Approved
