Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
INTRINSIC FACTOR,INTRINSIC FACTOR,https://pubchem.ncbi.nlm.nih.gov/compound/24848138,FEATURED,9008-12-2,No CAS info,COMPOUND,YES,YES,YES
INULA RACEMOSA,INULA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482030137,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
INULIN,INULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Inulin,FEATURED,9005-80-5,"1252047-46-3, 189444-25-5, 2417296-06-9, 380230-05-7, 887747-94-6, 1252047-46-3, 380230-05-7, 887747-94-6",COMPOUND,MISSING,YES,YES
INVERTASE,INVERTASE,https://pubchem.ncbi.nlm.nih.gov/substance/348266890,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
IODINATED POPPYSEED OIL,IODINATED POPPYSEED OIL,https://pubchem.ncbi.nlm.nih.gov/substance/135304584,RELEVANT,8002-46-8,"71892-90-5, 79817-44-0, 87435-86-7",SUBSTANCE,YES,YES,YES
IODINE,IODINE,https://pubchem.ncbi.nlm.nih.gov/compound/807,FEATURED,"7553-56-2, 81-84-5","24503-90-0, 8012-81-5, 8012-85-9, 8031-47-8, 8012-81-5, 8012-85-9, 8031-47-8",COMPOUND,YES,YES,YES
IODIXANOL,IODIXANOL,https://pubchem.ncbi.nlm.nih.gov/compound/3724,FEATURED,92339-11-2,No CAS info,COMPOUND,YES,YES,YES
IODOFORM,IODOFORM,https://pubchem.ncbi.nlm.nih.gov/compound/6374,FEATURED,75-47-8,No CAS info,COMPOUND,YES,YES,YES
IOHEXOL,IOHEXOL,https://pubchem.ncbi.nlm.nih.gov/compound/3730,FEATURED,66108-95-0,No CAS info,COMPOUND,YES,YES,YES
IOPAMIDOL,IOPAMIDOL,https://pubchem.ncbi.nlm.nih.gov/compound/65492,FEATURED,"60166-93-0, 60208-45-9, 78314-07-5, 88375-91-1",62883-00-5,COMPOUND,YES,YES,YES
IOPANOIC ACID,IOPANOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3735,FEATURED,96-83-3,No CAS info,COMPOUND,YES,YES,YES
IOPODIC ACID,IOPODIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5241,FEATURED,5587-89-3,No CAS info,COMPOUND,YES,YES,YES
IOPROMIDE,IOPROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3736,FEATURED,73334-07-3,No CAS info,COMPOUND,YES,YES,YES
IOTALAMIC ACID,IOTALAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3737,FEATURED,2276-90-6,5551-54-2,COMPOUND,YES,YES,YES
IOVERSOL,IOVERSOL,https://pubchem.ncbi.nlm.nih.gov/compound/3741,FEATURED,"87771-40-2, 8771-40-2",No CAS info,COMPOUND,YES,YES,YES
IOXAGLIC ACID,IOXAGLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3742,FEATURED,59017-64-0,No CAS info,COMPOUND,YES,YES,YES
IOXILAN,IOXILAN,https://pubchem.ncbi.nlm.nih.gov/compound/3743,FEATURED,107793-72-6,No CAS info,COMPOUND,YES,YES,YES
IPILIMUMAB,IPILIMUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ipilimumab,FEATURED,477202-00-9,799813-32-4,COMPOUND,MISSING,YES,YES
IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Ipratropium%20Bromide,FEATURED,"22254-24-6, 66985-17-9",197647-05-5,COMPOUND,MISSING,YES,YES
IRBESARTAN,IRBESARTAN,https://pubchem.ncbi.nlm.nih.gov/compound/3749,FEATURED,138402-11-6,No CAS info,COMPOUND,YES,YES,YES
IRINOTECAN,IRINOTECAN,https://pubchem.ncbi.nlm.nih.gov/compound/60838,FEATURED,"97682-44-5, 100286-90-6",No CAS info,COMPOUND,YES,YES,YES
IRON DEXTRAN,IRON DEXTRAN,https://pubchem.ncbi.nlm.nih.gov/compound/Iron%20Dextran,FEATURED,9004-66-4,"11129-47-8, 37318-94-8, 37349-14-7, 50643-00-0, 53858-58-5, 8050-93-9, 9009-88-5, 9044-58-0, 9061-47-6, 37318-94-8, 37349-14-7, 50643-00-0, 53858-58-5, 8012-47-3, 8050-93-9, 9009-88-5, 9044-58-0, 9061-47-6",COMPOUND,MISSING,YES,YES
IRON FERRIC,IRON FERRIC,https://pubchem.ncbi.nlm.nih.gov/compound/24380,RELEVANT,7705-08-0,"12178-83-5, 130622-20-7, 774583-10-7",COMPOUND,NO,NO,NO
IRON FERROUS,IRON FERROUS,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,RELEVANT,"50-81-7, 6730-29-6, 53262-66-1, 62624-30-0, 24808-52-4, 89924-69-6","1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 89924-69-6",COMPOUND,NO,NO,NO
IRON METAL,IRON METAL,https://pubchem.ncbi.nlm.nih.gov/compound/23925,FEATURED,"7439-89-6, 33485-98-2, 8048-10-0, 12597-68-1, 14067-02-8, 8053-60-9","129048-51-7, 161135-39-3, 1867181-06-3, 190454-13-8, 195161-83-2, 199281-22-6, 2230894-10-5, 39344-71-3, 443783-52-6, 490018-39-8, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9, 129048-51-7, 161135-39-3, 190454-13-8, 195161-83-2, 199281-22-6, 39344-71-3, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9",COMPOUND,YES,YES,YES
IRON SUCCINYL-PROTEIN COMPLEX,IRON SUCCINYL-PROTEIN COMPLEX,https://pubmed.ncbi.nlm.nih.gov/1681049,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IRVINGIA GABONENSIS,IRVINGIA GABONENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482030039,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ISATIS TINCTORIA,ISATIS TINCTORIA,https://pubchem.ncbi.nlm.nih.gov/substance/482029218,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ISAVUCONAZOLE,ISAVUCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/6918485,FEATURED,241479-67-4,672948-06-0,COMPOUND,YES,YES,YES
ISAVUCONAZONIUM,ISAVUCONAZONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/6918606,FEATURED,742049-41-8,No CAS info,COMPOUND,YES,YES,YES
ISOCARBOXAZID,ISOCARBOXAZID,https://pubchem.ncbi.nlm.nih.gov/compound/3759,FEATURED,59-63-2,No CAS info,COMPOUND,YES,YES,YES
ISOETARINE,ISOETARINE,https://pubchem.ncbi.nlm.nih.gov/compound/3762,FEATURED,"530-08-5, 79490-84-9",No CAS info,COMPOUND,YES,YES,YES
ISOFLURANE,ISOFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/3763,FEATURED,26675-46-7,No CAS info,COMPOUND,YES,YES,YES
ISOHEXADECANE,ISOHEXADECANE,https://pubchem.ncbi.nlm.nih.gov/compound/15267,FEATURED,"1560-93-6, 60908-77-2",No CAS info,COMPOUND,YES,YES,YES
ISOLEUCINE,ISOLEUCINE,https://pubchem.ncbi.nlm.nih.gov/compound/6306,FEATURED,"443-79-8, 73-32-5","1050482-26-2, 1131911-83-5, 1186126-44-2, 1431840-86-6, 2012595-46-7, 2110474-15-0, 2230755-14-1, 410078-51-2, 501028-75-7, 7004-09-3, 807611-99-0, 959215-79-3, 1160211-67-5, 1649424-38-3, 1798874-13-1, 198412-80-5, 19883-67-1, 205879-85-2, 224311-99-3, 228416-77-1, 676371-21-4, 1050482-26-2, 1131911-83-5, 1186126-44-2, 1431840-86-6, 2012595-46-7, 2110474-15-0, 410078-51-2, 501028-75-7, 7004-09-3, 807611-99-0, 959215-79-3",COMPOUND,YES,YES,YES
ISOMETHEPTENE,ISOMETHEPTENE,https://pubchem.ncbi.nlm.nih.gov/compound/22297,FEATURED,503-01-5,65783-53-1,COMPOUND,YES,YES,YES
ISONIAZID,ISONIAZID,https://pubchem.ncbi.nlm.nih.gov/compound/3767,FEATURED,54-85-3,"37271-10-6, 41466-07-3, 62229-51-0, 7640-37-1, 37271-10-6, 62229-51-0, 7640-37-1",COMPOUND,YES,YES,YES
ISOPRENALINE,ISOPRENALINE,https://pubchem.ncbi.nlm.nih.gov/compound/3779,RELEVANT,7683-59-2,"149-53-1, 46388-38-9, 46388-38-9",COMPOUND,YES,YES,YES
ISOPROPYL MYRISTATE,ISOPROPYL MYRISTATE,https://pubchem.ncbi.nlm.nih.gov/compound/8042,FEATURED,110-27-0,"1405-98-7, 852553-53-8",COMPOUND,YES,YES,YES
ISOPROPYL PALMITATE,ISOPROPYL PALMITATE,https://pubchem.ncbi.nlm.nih.gov/compound/8907,RELEVANT,142-91-6,No CAS info,COMPOUND,YES,YES,YES
ISOSORBIDE,ISOSORBIDE,https://pubchem.ncbi.nlm.nih.gov/compound/12597,FEATURED,652-67-5,"151380-60-8, 152881-21-5, 2088100-88-1, 42750-75-4, 49871-92-3, 50974-60-2, 7241-88-5, 151380-60-8, 152881-21-5, 42750-75-4, 49871-92-3, 50974-60-2, 7241-88-5",COMPOUND,YES,YES,YES
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/6883,FEATURED,87-33-2,"54650-95-2, 6659-58-1, 54650-95-2",COMPOUND,YES,YES,YES
ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/27661,FEATURED,16051-77-7,No CAS info,COMPOUND,YES,YES,YES
ISOTRETINOIN,ISOTRETINOIN,https://pubchem.ncbi.nlm.nih.gov/compound/5282379,FEATURED,"4759-48-2, 2052-63-3",No CAS info,COMPOUND,YES,YES,YES
ISOXSUPRINE,ISOXSUPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3783,FEATURED,395-28-8,No CAS info,COMPOUND,YES,YES,YES
ISRADIPINE,ISRADIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/3784,FEATURED,75695-93-1,88977-22-4,COMPOUND,MISSING,MISSING,NO
ITRACONAZOLE,ITRACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/55283,FEATURED,"84625-61-6, 84604-65-9",84604-65-9,COMPOUND,MISSING,MISSING,NO
IUD-COPPER WIRE,IUD-COPPER WIRE,https://pubmed.ncbi.nlm.nih.gov/419962,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IUD-CU WIRE & AG CORE,IUD-CU WIRE & AG CORE,https://pubmed.ncbi.nlm.nih.gov/684927,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
IVABRADINE,IVABRADINE,https://pubchem.ncbi.nlm.nih.gov/compound/132999,FEATURED,155974-00-8,148870-61-5,COMPOUND,MISSING,MISSING,NO
IVACAFTOR,IVACAFTOR,https://pubchem.ncbi.nlm.nih.gov/compound/16220172,FEATURED,873054-44-5,"1134822-00-6, 1174930-71-2",COMPOUND,YES,YES,YES
IVERMECTIN,IVERMECTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Ivermectin,FEATURED,70288-86-7,"1014990-52-3, 118710-50-2, 74564-75-3",COMPOUND,MISSING,YES,YES
IVOSIDENIB,IVOSIDENIB,https://pubchem.ncbi.nlm.nih.gov/compound/71657455,FEATURED,1448347-49-6,No CAS info,COMPOUND,YES,YES,YES
IXABEPILONE,IXABEPILONE,https://pubchem.ncbi.nlm.nih.gov/compound/6445540,FEATURED,219989-84-1,No CAS info,COMPOUND,YES,YES,YES
IXAZOMIB,IXAZOMIB,https://pubchem.ncbi.nlm.nih.gov/compound/25183872,FEATURED,1072833-77-2,No CAS info,COMPOUND,YES,YES,YES
IXEKIZUMAB,IXEKIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ixekizumab,FEATURED,"1143503-69-8, 1329632-62-3",No CAS info,COMPOUND,MISSING,YES,YES
JOJOBA OIL,JOJOBA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Jojoba%20Oil,FEATURED,61789-91-1,"159518-82-8, 159518-83-9, 159518-84-0, 159518-85-1, 72986-39-1",COMPOUND,MISSING,YES,YES
JUGLANS REGIA,JUGLANS REGIA,https://pubchem.ncbi.nlm.nih.gov/substance/483925713,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
JUNIPERUS COMMUNIS,JUNIPERUS COMMUNIS,https://pubchem.ncbi.nlm.nih.gov/substance/483927772,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
KANAMYCIN,KANAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/6032,FEATURED,"59-01-8, 8063-07-8, 3847-27-6, 25389-94-0","11025-65-3, 1807443-02-2, 19079-03-9, 64013-69-0, 717087-69-9, 936337-76-7, 11030-21-0, 11033-61-7, 133-92-6, 11025-65-3, 1350052-69-5, 1807443-02-2, 19079-03-9, 64013-69-0, 717087-69-9, 936337-76-7, 19079-03-9, 64013-69-0, 936337-76-7",COMPOUND,YES,YES,YES
KAOLIN,KAOLIN,https://pubchem.ncbi.nlm.nih.gov/compound/56841936,FEATURED,"1332-58-7, 95077-05-7","1026990-70-4, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7, 1026990-70-4, 107029-18-5, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2345616-52-4, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7",COMPOUND,YES,YES,YES
KEROSENE,KEROSENE,https://pubchem.ncbi.nlm.nih.gov/compound/Kerosene,FEATURED,"8008-20-6, 298-07-7, 8020-83-5, 20427-59-2","1179814-34-6, 111941-10-7, 55465-93-5, 63241-54-3, 110736-55-5, 51158-38-4, 53569-27-0, 55199-98-9, 58450-30-9, 61035-99-2, 8044-51-7, 1135443-53-6, 12191-17-2, 1308-57-2, 177322-39-3, 42616-63-7, 111941-10-7, 55465-93-5",COMPOUND,MISSING,YES,YES
KETAMINE,KETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3821,FEATURED,6740-88-1,"100477-72-3, 33643-45-7, 79499-51-7, 100477-72-3, 79499-51-7",COMPOUND,YES,YES,YES
KETOCONAZOLE,KETOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/456201,FEATURED,"65277-42-1, 142128-59-4",No CAS info,COMPOUND,YES,YES,YES
KETOPROFEN,KETOPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3825,FEATURED,22071-15-4,"154907-35-4, 172964-50-0, 22161-86-0, 154907-35-4, 22161-86-0",COMPOUND,YES,YES,YES
KETOROLAC,KETOROLAC,https://pubchem.ncbi.nlm.nih.gov/compound/3826,FEATURED,"74103-06-3, 66635-83-4",66635-83-4,COMPOUND,YES,YES,YES
KETOTIFEN,KETOTIFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3827,FEATURED,"34580-13-7, 34580-14-8",116655-74-4,COMPOUND,YES,YES,YES
KOJIC ACID,KOJIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3840,FEATURED,501-30-4,123712-78-7,COMPOUND,YES,YES,YES
L-METHIONINE,L-METHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6137,FEATURED,"63-68-3, 3654-96-4, 58576-49-1, 59-51-8","1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7",COMPOUND,YES,YES,YES
LABETALOL,LABETALOL,https://pubchem.ncbi.nlm.nih.gov/compound/3869,FEATURED,"36894-69-6, 75659-07-3",No CAS info,COMPOUND,YES,YES,YES
LACHESIS MUTA,LACHESIS MUTA,https://pubchem.ncbi.nlm.nih.gov/compound/Lachesis%20muta%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACOSAMIDE,LACOSAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/219078,FEATURED,175481-36-4,No CAS info,COMPOUND,YES,YES,YES
LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20Acidophilus,FEATURED,68333-16-4,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS BIFIDUS,LACTOBACILLUS BIFIDUS,https://pubchem.ncbi.nlm.nih.gov/substance/482040398,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
LACTOBACILLUS BREVIS,LACTOBACILLUS BREVIS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20brevis,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS BULGARIS,LACTOBACILLUS BULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/486371530,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
LACTOBACILLUS CASEI,LACTOBACILLUS CASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20casei,FEATURED,68333-14-2,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS FERMENTUM,LACTOBACILLUS FERMENTUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20fermentum,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS GASSERI,LACTOBACILLUS GASSERI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20gasseri,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS PARACASEI,LACTOBACILLUS PARACASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20paracasei,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS PLANTARUM,LACTOBACILLUS PLANTARUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20plantarum,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS REUTERI,LACTOBACILLUS REUTERI,https://pubchem.ncbi.nlm.nih.gov/substance/483936743,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
LACTOBACILLUS RHAMNOSUS,LACTOBACILLUS RHAMNOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20rhamnosus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOBACILLUS SALIVARIUS,LACTOBACILLUS SALIVARIUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20salivarius,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LACTOFERRIN,LACTOFERRIN,https://pubchem.ncbi.nlm.nih.gov/compound/5280961,RELEVANT,"446-72-0, 690224-00-1",944110-99-0,COMPOUND,NO,NO,NO
LACTOPEROXIDASE,LACTOPEROXIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/139032673,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
LACTOSE,LACTOSE,https://pubchem.ncbi.nlm.nih.gov/compound/6134,FEATURED,"63-42-3, 5965-66-2","1065027-17-9, 1336-90-9, 16984-38-6, 200734-90-3, 35396-14-6, 36570-80-6, 396716-09-9, 89466-76-2",COMPOUND,YES,YES,YES
LACTUCA VIROSA,LACTUCA VIROSA,https://pubchem.ncbi.nlm.nih.gov/compound/Lactuca%20Virosa,FEATURED,85117-07-3,No CAS info,COMPOUND,MISSING,MISSING,NO
LACTULOSE,LACTULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/11333,FEATURED,"4618-18-2, 58166-24-8, 58166-25-9","29319-45-7, 33980-82-4, 40773-84-0, 576-08-9, 33980-82-4, 40773-84-0, 576-08-9",COMPOUND,YES,YES,YES
LAGERSTROEMIA SPECIOSA,LAGERSTROEMIA SPECIOSA,https://pubchem.ncbi.nlm.nih.gov/compound/6918774,RELEVANT,4547-24-4,No CAS info,COMPOUND,NO,NO,NO
LAMINARIA JAPONICA,LAMINARIA JAPONICA,https://pubchem.ncbi.nlm.nih.gov/compound/Laminaria%20japonica,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
LAMIVUDINE,LAMIVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/60825,FEATURED,134678-17-4,"1117764-41-6, 480434-79-5",COMPOUND,YES,YES,YES
LAMOTRIGINE,LAMOTRIGINE,https://pubchem.ncbi.nlm.nih.gov/compound/3878,FEATURED,84057-84-1,No CAS info,COMPOUND,YES,YES,YES
LANADELUMAB,LANADELUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Lanadelumab,FEATURED,1426055-14-2,No CAS info,COMPOUND,MISSING,YES,YES
LANREOTIDE,LANREOTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918011,RELEVANT,108736-35-2,"118992-92-0, 123369-01-7",COMPOUND,YES,YES,YES
LANSOPRAZOLE,LANSOPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3883,FEATURED,103577-45-3,No CAS info,COMPOUND,YES,YES,YES
LANTHANUM,LANTHANUM,https://pubchem.ncbi.nlm.nih.gov/compound/23926,FEATURED,"7439-91-0, 13864-01-2, 17643-88-8","110123-48-3, 14762-71-1, 881842-02-0",COMPOUND,YES,YES,YES
LAPATINIB,LAPATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/208908,FEATURED,"231277-92-2, 913989-15-8, 388082-78-8",No CAS info,COMPOUND,YES,YES,YES
LARONIDASE,LARONIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/Laronidase,FEATURED,210589-09-6,No CAS info,COMPOUND,MISSING,YES,YES
LAROTRECTINIB,LAROTRECTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/46188928,FEATURED,1223403-58-4,No CAS info,COMPOUND,YES,YES,YES
LATANOPROST,LATANOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5311221,FEATURED,"130209-82-4, 155551-81-8",No CAS info,COMPOUND,YES,YES,YES
LATANOPROSTENE BUNOD,LATANOPROSTENE BUNOD,https://pubchem.ncbi.nlm.nih.gov/compound/11156438,FEATURED,"860005-21-6, 1262218-38-1",No CAS info,COMPOUND,YES,YES,YES
LAURIC ACID,LAURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3893,FEATURED,"143-07-7, 203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0","203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0, 203714-07-2, 7632-48-6, 8045-27-0",COMPOUND,YES,YES,YES
LAUROAMPHOACETATE,LAUROAMPHOACETATE,https://pubchem.ncbi.nlm.nih.gov/compound/71308272,RELEVANT,"156028-14-7, 68647-44-9",No CAS info,COMPOUND,NO,NO,NO
LAURYLSULFONIC ACID,LAURYLSULFONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/15192,FEATURED,"1510-16-3, 3300-34-3, 38480-64-7",No CAS info,COMPOUND,YES,YES,YES
LAURYLSULFURIC ACID,LAURYLSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3423265,RELEVANT,"151-21-3, 8012-56-4","1000201-72-8, 1000201-73-9, 111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 145269-44-9, 152155-52-7, 156108-01-9, 172826-72-1, 1883428-81-6, 191490-40-1, 210297-21-5, 2326507-32-6, 237743-45-2, 303179-49-9, 39384-36-6, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 8048-56-4, 877454-24-5, 952055-37-7, 952092-90-9, 1000201-72-8, 1000201-73-9, 111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 1357615-49-6, 145269-44-9, 152155-52-7, 156108-01-9, 172826-72-1, 1883428-81-6, 191490-40-1, 210297-21-5, 2326507-32-6, 237743-45-2, 303179-49-9, 39384-36-6, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 8048-56-4, 877454-24-5, 952055-37-7, 952092-90-9, 1000201-72-8, 1000201-73-9, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 145269-44-9, 152155-52-7, 156108-01-9, 172826-72-1, 1883428-81-6, 191490-40-1, 210297-21-5, 237743-45-2, 303179-49-9, 39384-36-6, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 8048-56-4, 877454-24-5, 952055-37-7, 952092-90-9",COMPOUND,NO,NO,NO
LAURYL ETHER SULFATES,LAURYL ETHER SULFATES,https://pubchem.ncbi.nlm.nih.gov/substance/481185764,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
LAVANDULA ANGUSTIFOLIA,LAVANDULA ANGUSTIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/483924531,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
LECITHIN,LECITHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5287971,FEATURED,"8002-43-5, 17708-90-6","1799810-04-0, 252035-82-8, 2649116-22-1, 2765611-50-3, 55128-59-1, 8035-17-4, 8052-43-5, 8057-53-2",COMPOUND,YES,YES,YES
