Unnamed: 0,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?,,
1359,INOTUZUMAB_OZOGAMICIN,INOTUZUMAB OZOGAMICIN,https://pubchem.ncbi.nlm.nih.gov/compound/Inotuzumab%20Ozogamicin,FEATURED,635715-01-4,No CAS info,COMPOUND,MISSING,YES,YES,,
1360,INSULIN_ASPART,INSULIN ASPART,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Aspart,FEATURED,"116094-23-6, 877034-90-7","1024611-56-0, 139532-40-4",COMPOUND,MISSING,YES,YES,,
1361,INSULIN_ASPART_PROTAMINE_CRYSTALLINE,INSULIN ASPART PROTAMINE CRYSTALLINE,https://pubchem.ncbi.nlm.nih.gov/substance/481101698,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1362,INSULIN_BOVINE_BASE,INSULIN BOVINE BASE,https://pubmed.ncbi.nlm.nih.gov/9027564,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1363,INSULIN_BOVINE_ISOPHANE,INSULIN BOVINE ISOPHANE,https://pubmed.ncbi.nlm.nih.gov/3905477,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1364,INSULIN_BOVINE_ZINC_SUSPENSION_(COMPOUND),INSULIN BOVINE ZINC SUSPENSION (COMPOUND),No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1365,INSULIN_DEGLUDEC,INSULIN DEGLUDEC,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Degludec,FEATURED,844439-96-9,886983-20-6,COMPOUND,MISSING,YES,YES,,
1366,INSULIN_DETEMIR,INSULIN DETEMIR,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Detemir,FEATURED,169148-63-4,"201305-44-4, 270588-25-5",COMPOUND,MISSING,YES,YES,,
1367,INSULIN_GLARGINE,INSULIN GLARGINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Glargine,FEATURED,160337-95-1,"202757-02-6, 224055-72-5, 690638-50-7",COMPOUND,MISSING,YES,YES,,
1368,INSULIN_GLULISINE,INSULIN GLULISINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Glulisine,FEATURED,207748-29-6,No CAS info,COMPOUND,MISSING,YES,YES,,
1369,INSULIN_HUMAN_BASE,INSULIN HUMAN BASE,https://pubchem.ncbi.nlm.nih.gov/compound/77999,RELEVANT,122320-73-4,No CAS info,COMPOUND,NO,NO,NO,,
1370,INSULIN_HUMAN_ISOPHANE,INSULIN HUMAN ISOPHANE,https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO,,
1371,INSULIN_HUMAN_ZINC_SUSPENSION_(COMPOUND),INSULIN HUMAN ZINC SUSPENSION (COMPOUND),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO,,
1372,INSULIN_HUMAN_ZINC_SUSPENSION_(CRYSTALLINE),INSULIN HUMAN ZINC SUSPENSION (CRYSTALLINE),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO,,
1373,INSULIN_LISPRO,INSULIN LISPRO,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Lispro,FEATURED,133107-64-9,No CAS info,COMPOUND,MISSING,YES,YES,,
1374,INSULIN_LISPRO_PROTAMINE,INSULIN LISPRO PROTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Insulin%20Lispro,FEATURED,133107-64-9,No CAS info,COMPOUND,MISSING,YES,YES,,
1375,INSULIN_PORCINE_BASE,INSULIN PORCINE BASE,https://pubmed.ncbi.nlm.nih.gov/7588248,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1376,INSULIN_PORCINE_ISOPHANE,INSULIN PORCINE ISOPHANE,https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO,,
1377,INSULIN_PORCINE_ZINC_SUSPENSION_(COMPOUND),INSULIN PORCINE ZINC SUSPENSION (COMPOUND),https://pubchem.ncbi.nlm.nih.gov/compound/24839622,RELEVANT,8049-62-5,"9004-16-4, 9048-96-8, 99551-09-4",COMPOUND,NO,NO,NO,,
1378,INTERFERON_ALFA-2A,INTERFERON ALFA-2A,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-2a,FEATURED,"76543-88-9, 77907-69-8","206668-00-0, 93354-90-6, 77907-69-8",COMPOUND,MISSING,YES,YES,,
1379,INTERFERON_ALFA-2B,INTERFERON ALFA-2B,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-2B,FEATURED,"98530-12-2, 99210-65-8","371759-47-6, 99210-65-8, 99210-65-8",COMPOUND,MISSING,YES,YES,,
1380,INTERFERON_ALFA-N3,INTERFERON ALFA-N3,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfa-N3,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1381,INTERFERON_ALFACON-1,INTERFERON ALFACON-1,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Alfacon-1,FEATURED,118390-30-0,2043378-94-3,COMPOUND,MISSING,YES,YES,,
1382,INTERFERON_BETA-1A,INTERFERON BETA-1A,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Beta-1A,FEATURED,"145258-61-3, 194739-10-1",220581-49-7,COMPOUND,MISSING,YES,YES,,
1383,INTERFERON_BETA-1B,INTERFERON BETA-1B,https://pubchem.ncbi.nlm.nih.gov/compound/Interferon%20Beta-1B,FEATURED,145155-23-3,No CAS info,COMPOUND,MISSING,YES,YES,,
1384,INTERFERON_GAMMA-1B,INTERFERON GAMMA-1B,https://pubchem.ncbi.nlm.nih.gov/substance/481101720,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1385,INTRINSIC_FACTOR,INTRINSIC FACTOR,https://pubchem.ncbi.nlm.nih.gov/compound/24848138,FEATURED,9008-12-02,No CAS info,COMPOUND,YES,YES,YES,,
1386,INULA_RACEMOSA,INULA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482030137,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1387,INULIN,INULIN,https://pubchem.ncbi.nlm.nih.gov/compound/Inulin,FEATURED,9005-80-5,"1252047-46-3, 189444-25-5, 2417296-06-9, 380230-05-7, 887747-94-6, 1252047-46-3, 380230-05-7, 887747-94-6",COMPOUND,MISSING,YES,YES,,
1388,INVERTASE,INVERTASE,https://pubchem.ncbi.nlm.nih.gov/substance/348266890,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
1389,IODINATED_POPPYSEED_OIL,IODINATED POPPYSEED OIL,https://pubchem.ncbi.nlm.nih.gov/substance/135304584,RELEVANT,8002-46-8,"71892-90-5, 79817-44-0, 87435-86-7",SUBSTANCE,YES,YES,YES,,
1390,IODINE,IODINE,https://pubchem.ncbi.nlm.nih.gov/compound/807,FEATURED,7553-56-2,"24503-90-0, 8012-81-5, 8012-85-9, 8031-47-8, 8012-81-5, 8012-85-9, 8031-47-8",COMPOUND,YES,YES,YES,,
1391,IODIXANOL,IODIXANOL,https://pubchem.ncbi.nlm.nih.gov/compound/3724,FEATURED,92339-11-2,No CAS info,COMPOUND,YES,YES,YES,,
1392,IODOFORM,IODOFORM,https://pubchem.ncbi.nlm.nih.gov/compound/6374,FEATURED,75-47-8,No CAS info,COMPOUND,YES,YES,YES,,
1393,IOHEXOL,IOHEXOL,https://pubchem.ncbi.nlm.nih.gov/compound/3730,FEATURED,66108-95-0,No CAS info,COMPOUND,YES,YES,YES,,
1394,IOPAMIDOL,IOPAMIDOL,https://pubchem.ncbi.nlm.nih.gov/compound/65492,FEATURED,60166-93-0,No CAS info,COMPOUND,YES,YES,YES,,
1395,IOPANOIC_ACID,IOPANOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3735,FEATURED,96-83-3,No CAS info,COMPOUND,YES,YES,YES,,
1396,IOPODIC_ACID,IOPODIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5241,FEATURED,"5587-89-3, 1221-56-3",No CAS info,COMPOUND,YES,YES,YES,,
1397,IOPROMIDE,IOPROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3736,FEATURED,73334-07-3,No CAS info,COMPOUND,YES,YES,YES,,
1398,IOTALAMIC_ACID,IOTALAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3737,FEATURED,2276-90-6,5551-54-2,COMPOUND,YES,YES,YES,,
1399,IOVERSOL,IOVERSOL,https://pubchem.ncbi.nlm.nih.gov/compound/3741,FEATURED,"87771-40-2, 8771-40-2",No CAS info,COMPOUND,YES,YES,YES,,
1400,IOXAGLIC_ACID,IOXAGLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3742,FEATURED,59017-64-0,No CAS info,COMPOUND,YES,YES,YES,,
1401,IOXILAN,IOXILAN,https://pubchem.ncbi.nlm.nih.gov/compound/3743,FEATURED,107793-72-6,No CAS info,COMPOUND,YES,YES,YES,,
1402,IPILIMUMAB,IPILIMUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ipilimumab,FEATURED,477202-00-9,799813-32-4,COMPOUND,MISSING,YES,YES,,
1403,IPRATROPIUM_BROMIDE,IPRATROPIUM BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Ipratropium%20Bromide,FEATURED,"22254-24-6, 66985-17-9",197647-05-5,COMPOUND,MISSING,YES,YES,,
1404,IRBESARTAN,IRBESARTAN,https://pubchem.ncbi.nlm.nih.gov/compound/3749,FEATURED,138402-11-6,No CAS info,COMPOUND,YES,YES,YES,,
1405,IRINOTECAN,IRINOTECAN,https://pubchem.ncbi.nlm.nih.gov/compound/60838,FEATURED,"97682-44-5, 100286-90-6",No CAS info,COMPOUND,YES,YES,YES,,
1406,IRON_DEXTRAN,IRON DEXTRAN,https://pubchem.ncbi.nlm.nih.gov/compound/Iron%20Dextran,FEATURED,9004-66-4,"11129-47-8, 37318-94-8, 37349-14-7, 50643-00-0, 53858-58-5, 8050-93-9, 9009-88-5, 9044-58-0, 9061-47-6, 37318-94-8, 37349-14-7, 50643-00-0, 53858-58-5, 8012-47-3, 8050-93-9, 9009-88-5, 9044-58-0, 9061-47-6",COMPOUND,MISSING,YES,YES,,
1407,IRON_FERRIC,IRON FERRIC,https://pubchem.ncbi.nlm.nih.gov/compound/24380,RELEVANT,7705-08-0,"12178-83-5, 130622-20-7, 774583-10-7",COMPOUND,NO,NO,NO,,
1408,IRON_FERROUS,IRON FERROUS,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,RELEVANT,"50-81-7, 6730-29-6, 53262-66-1, 24808-52-4","1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 89924-69-6",COMPOUND,NO,NO,NO,,
1409,IRON_METAL,IRON METAL,https://pubchem.ncbi.nlm.nih.gov/compound/23925,FEATURED,"7439-89-6, 33485-98-2, 8048-10-0, 12597-68-1, 14067-02-8, 8053-60-9","129048-51-7, 161135-39-3, 1867181-06-3, 190454-13-8, 195161-83-2, 199281-22-6, 2230894-10-5, 39344-71-3, 443783-52-6, 490018-39-8, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9, 129048-51-7, 161135-39-3, 190454-13-8, 195161-83-2, 199281-22-6, 39344-71-3, 675141-17-0, 70884-35-4, 73135-38-3, 8011-79-8, 8053-60-9",COMPOUND,YES,YES,YES,,
1410,IRON_SUCCINYL-PROTEIN_COMPLEX,IRON SUCCINYL-PROTEIN COMPLEX,https://pubmed.ncbi.nlm.nih.gov/1681049,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1411,IRVINGIA_GABONENSIS,IRVINGIA GABONENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482030039,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1412,ISATIS_TINCTORIA,ISATIS TINCTORIA,https://pubchem.ncbi.nlm.nih.gov/substance/482029218,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1413,ISAVUCONAZOLE,ISAVUCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/6918485,FEATURED,241479-67-4,672948-06-0,COMPOUND,YES,YES,YES,,
1414,ISAVUCONAZONIUM,ISAVUCONAZONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/6918606,FEATURED,742049-41-8,No CAS info,COMPOUND,YES,YES,YES,,
1415,ISOCARBOXAZID,ISOCARBOXAZID,https://pubchem.ncbi.nlm.nih.gov/compound/3759,FEATURED,59-63-2,No CAS info,COMPOUND,YES,YES,YES,,
1416,ISOETARINE,ISOETARINE,https://pubchem.ncbi.nlm.nih.gov/compound/3762,FEATURED,"530-08-5, 79490-84-9",No CAS info,COMPOUND,YES,YES,YES,,
1417,ISOFLURANE,ISOFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/3763,FEATURED,26675-46-7,No CAS info,COMPOUND,YES,YES,YES,,
1418,ISOHEXADECANE,ISOHEXADECANE,https://pubchem.ncbi.nlm.nih.gov/compound/15267,FEATURED,"1560-93-6, 60908-77-2",No CAS info,COMPOUND,YES,YES,YES,,
1419,ISOLEUCINE,ISOLEUCINE,https://pubchem.ncbi.nlm.nih.gov/compound/6306,FEATURED,"443-79-8, 73-32-5","1050482-26-2, 1131911-83-5, 1186126-44-2, 1431840-86-6, 2012595-46-7, 2110474-15-0, 2230755-14-1, 410078-51-2, 501028-75-7, 7004-09-3, 807611-99-0, 959215-79-3, 1160211-67-5, 1649424-38-3, 1798874-13-1, 198412-80-5, 19883-67-1, 205879-85-2, 224311-99-3, 228416-77-1, 676371-21-4, 1050482-26-2, 1131911-83-5, 1186126-44-2, 1431840-86-6, 2012595-46-7, 2110474-15-0, 410078-51-2, 501028-75-7, 7004-09-3, 807611-99-0, 959215-79-3",COMPOUND,YES,YES,YES,,
1420,ISOMETHEPTENE,ISOMETHEPTENE,https://pubchem.ncbi.nlm.nih.gov/compound/22297,FEATURED,503-01-5,65783-53-1,COMPOUND,YES,YES,YES,,
1421,ISONIAZID,ISONIAZID,https://pubchem.ncbi.nlm.nih.gov/compound/3767,FEATURED,54-85-3,"37271-10-6, 41466-07-3, 62229-51-0, 7640-37-1, 37271-10-6, 62229-51-0, 7640-37-1",COMPOUND,YES,YES,YES,,
1422,ISOPRENALINE,ISOPRENALINE,https://pubchem.ncbi.nlm.nih.gov/compound/3779,FEATURED,7683-59-2,"149-53-1, 46388-38-9, 46388-38-9",COMPOUND,YES,YES,YES,,
1423,ISOPROPYL_MYRISTATE,ISOPROPYL MYRISTATE,https://pubchem.ncbi.nlm.nih.gov/compound/8042,FEATURED,110-27-0,"1405-98-7, 852553-53-8",COMPOUND,YES,YES,YES,,
1424,ISOPROPYL_PALMITATE,ISOPROPYL PALMITATE,https://pubchem.ncbi.nlm.nih.gov/compound/8907,FEATURED,142-91-6,No CAS info,COMPOUND,YES,YES,YES,,
1425,ISOSORBIDE,ISOSORBIDE,https://pubchem.ncbi.nlm.nih.gov/compound/12597,FEATURED,652-67-5,"151380-60-8, 152881-21-5, 2088100-88-1, 42750-75-4, 49871-92-3, 50974-60-2, 7241-88-5, 151380-60-8, 152881-21-5, 42750-75-4, 49871-92-3, 50974-60-2, 7241-88-5",COMPOUND,YES,YES,YES,,
1426,ISOSORBIDE_DINITRATE,ISOSORBIDE DINITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/6883,FEATURED,87-33-2,"54650-95-2, 6659-58-1, 54650-95-2",COMPOUND,YES,YES,YES,,
1427,ISOSORBIDE_MONONITRATE,ISOSORBIDE MONONITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/27661,FEATURED,16051-77-7,No CAS info,COMPOUND,YES,YES,YES,,
1428,ISOTRETINOIN,ISOTRETINOIN,https://pubchem.ncbi.nlm.nih.gov/compound/5282379,FEATURED,4759-48-2,No CAS info,COMPOUND,YES,YES,YES,,
1429,ISOXSUPRINE,ISOXSUPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3783,FEATURED,395-28-8,No CAS info,COMPOUND,YES,YES,YES,,
1430,ISRADIPINE,ISRADIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/3784,FEATURED,75695-93-1,88977-22-4,COMPOUND,MISSING,MISSING,NO,,
1431,ITRACONAZOLE,ITRACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/55283,FEATURED,"84625-61-6, 84604-65-9",84604-65-9,COMPOUND,MISSING,MISSING,NO,,
1432,IUD-COPPER_WIRE,IUD-COPPER WIRE,https://pubmed.ncbi.nlm.nih.gov/419962,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1433,IUD-CU_WIRE_&_AG_CORE,IUD-CU WIRE & AG CORE,https://pubmed.ncbi.nlm.nih.gov/684927,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
1434,IVABRADINE,IVABRADINE,https://pubchem.ncbi.nlm.nih.gov/compound/132999,FEATURED,155974-00-8,148870-61-5,COMPOUND,MISSING,MISSING,NO,,
1435,IVACAFTOR,IVACAFTOR,https://pubchem.ncbi.nlm.nih.gov/compound/16220172,FEATURED,873054-44-5,"1134822-00-6, 1174930-71-2",COMPOUND,YES,YES,YES,,
1436,IVERMECTIN,IVERMECTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Ivermectin,FEATURED,70288-86-7,"1014990-52-3, 118710-50-2, 74564-75-3",COMPOUND,MISSING,YES,YES,,
1437,IVOSIDENIB,IVOSIDENIB,https://pubchem.ncbi.nlm.nih.gov/compound/71657455,FEATURED,1448347-49-6,No CAS info,COMPOUND,YES,YES,YES,,
1438,IXABEPILONE,IXABEPILONE,https://pubchem.ncbi.nlm.nih.gov/compound/6445540,FEATURED,219989-84-1,No CAS info,COMPOUND,YES,YES,YES,,
1439,IXAZOMIB,IXAZOMIB,https://pubchem.ncbi.nlm.nih.gov/compound/25183872,FEATURED,1072833-77-2,No CAS info,COMPOUND,YES,YES,YES,,
1440,IXEKIZUMAB,IXEKIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ixekizumab,FEATURED,"1143503-69-8, 1329632-62-3",No CAS info,COMPOUND,MISSING,YES,YES,,
1441,JOJOBA_OIL,JOJOBA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Jojoba%20Oil,FEATURED,61789-91-1,"159518-82-8, 159518-83-9, 159518-84-0, 159518-85-1, 72986-39-1",COMPOUND,MISSING,YES,YES,,
1442,JUGLANS_REGIA,JUGLANS REGIA,https://pubchem.ncbi.nlm.nih.gov/substance/483925713,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1443,JUNIPERUS_COMMUNIS,JUNIPERUS COMMUNIS,https://pubchem.ncbi.nlm.nih.gov/substance/483927772,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1444,KANAMYCIN,KANAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/6032,FEATURED,"59-01-8, 8063-07-8","11025-65-3, 1807443-02-2, 19079-03-9, 64013-69-0, 717087-69-9, 936337-76-7, 11025-65-3, 1350052-69-5, 1807443-02-2, 19079-03-9, 64013-69-0, 717087-69-9, 936337-76-7, 19079-03-9, 64013-69-0, 936337-76-7",COMPOUND,YES,YES,YES,,
1445,KAOLIN,KAOLIN,https://pubchem.ncbi.nlm.nih.gov/compound/56841936,FEATURED,"1332-58-7, 95077-05-7","1026990-70-4, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7, 1026990-70-4, 107029-18-5, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2345616-52-4, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7",COMPOUND,YES,YES,YES,,
1446,KEROSENE,KEROSENE,https://pubchem.ncbi.nlm.nih.gov/compound/Kerosene,FEATURED,"8008-20-6, 298-07-7, 8020-83-5, 20427-59-2","1179814-34-6, 111941-10-7, 55465-93-5, 63241-54-3, 110736-55-5, 51158-38-4, 53569-27-0, 55199-98-9, 58450-30-9, 61035-99-2, 8044-51-7, 1135443-53-6, 12191-17-2, 1308-57-2, 177322-39-3, 42616-63-7, 111941-10-7, 55465-93-5",COMPOUND,MISSING,YES,YES,,
1447,KETAMINE,KETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3821,FEATURED,6740-88-1,"100477-72-3, 33643-45-7, 79499-51-7, 100477-72-3, 79499-51-7",COMPOUND,YES,YES,YES,,
1448,KETOCONAZOLE,KETOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/456201,FEATURED,"65277-42-1, 142128-59-4",No CAS info,COMPOUND,YES,YES,YES,,
1449,KETOPROFEN,KETOPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3825,FEATURED,22071-15-4,"154907-35-4, 172964-50-0, 22161-86-0, 154907-35-4, 22161-86-0",COMPOUND,YES,YES,YES,,
1450,KETOROLAC,KETOROLAC,https://pubchem.ncbi.nlm.nih.gov/compound/3826,FEATURED,"74103-06-3, 66635-83-4",66635-83-4,COMPOUND,YES,YES,YES,,
1451,KETOTIFEN,KETOTIFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3827,FEATURED,"34580-13-7, 34580-14-8",116655-74-4,COMPOUND,YES,YES,YES,,
1452,KOJIC_ACID,KOJIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3840,FEATURED,501-30-4,123712-78-7,COMPOUND,YES,YES,YES,,
1453,L-METHIONINE,L-METHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6137,FEATURED,"63-68-3, 3654-96-4, 58576-49-1, 59-51-8","1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7",COMPOUND,YES,YES,YES,,
1454,LABETALOL,LABETALOL,https://pubchem.ncbi.nlm.nih.gov/compound/3869,FEATURED,36894-69-6,No CAS info,COMPOUND,YES,YES,YES,,
1455,LACHESIS_MUTA,LACHESIS MUTA,https://pubchem.ncbi.nlm.nih.gov/compound/Lachesis%20muta%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1456,LACOSAMIDE,LACOSAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/219078,FEATURED,175481-36-4,No CAS info,COMPOUND,YES,YES,YES,,
1457,LACTOBACILLUS_ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20Acidophilus,FEATURED,68333-16-4,No CAS info,COMPOUND,MISSING,YES,YES,,
1458,LACTOBACILLUS_BIFIDUS,LACTOBACILLUS BIFIDUS,https://pubchem.ncbi.nlm.nih.gov/substance/482040398,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1459,LACTOBACILLUS_BREVIS,LACTOBACILLUS BREVIS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20brevis,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1460,LACTOBACILLUS_BULGARIS,LACTOBACILLUS BULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/486371530,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
1461,LACTOBACILLUS_CASEI,LACTOBACILLUS CASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20casei,FEATURED,68333-14-2,No CAS info,COMPOUND,MISSING,YES,YES,,
1462,LACTOBACILLUS_FERMENTUM,LACTOBACILLUS FERMENTUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20fermentum,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1463,LACTOBACILLUS_GASSERI,LACTOBACILLUS GASSERI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20gasseri,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1464,LACTOBACILLUS_PARACASEI,LACTOBACILLUS PARACASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20paracasei,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1465,LACTOBACILLUS_PLANTARUM,LACTOBACILLUS PLANTARUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20plantarum,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
1466,LACTOBACILLUS_REUTERI,LACTOBACILLUS REUTERI,https://pubchem.ncbi.nlm.nih.gov/substance/483936743,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
1467,LACTOBACILLUS_RHAMNOSUS,LACTOBACILLUS RHAMNOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20rhamnosus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
